program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
AP200710001,"9/28/07 0:00","Add boiler","Aptuit KCM","10245 Hickman Mills Dr","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","10/19/07 0:00",1200,21,,,APB000952202,38.940306,-94.528735,1,rooftop,10245,"Hickman Mills Dr",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,013003,2004,2,290950130032004,29095013003,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710016,"10/1/07 0:00",Painting,"ROM Corporation","6800 E 163rd St",Belton,Cass,"AP:  Operating Permit Issued","AOP: Basic Operating Permit","1/25/08 0:00",OP,116,"10/15/12 0:00",,AP0000370061,38.826692,-94.5192,1,range_interpolation,6800,"E 163rd St",,,Belton,MO,"Cass County",64012,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Belton,2904384,060004,1028,1,290370600041028,29037060004,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710012,"10/2/07 0:00","Back-up generator","Liberty Distribution Center, Hallmark Ca","2101 N LIGHTBURNE ST",Liberty,Clay,"AP:  No Permit Required","AP: Sec 5 & 6: Deminimis and Minor","11/27/07 0:00",,56,,,AP0000470059,39.2734,-94.416502,1,range_interpolation,2101,"Lightburne St",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,021401,3003,3,290470214013003,29047021401,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710015,"10/4/07 0:00","Coating Pan","Aventis Pharmaceuticals, Inc.","10236 Marion Park Dr","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","10/23/07 0:00",1203,19,,,AP0000950063,39.048809,-94.595695,1,rooftop,10236,"Marion Park Dr",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,007100,3000,3,290950071003000,29095007100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710058,"10/4/07 0:00","Nox control period","Independence Power & Light (Blue Valley)","21500 E TRUMAN RD","Sugar Creek",Jackson,"AP:  ERC Request Approved","AOP: NOx Projected Allowance or Control Period","10/14/07 0:00",,10,,,AP0000950050,39.091859,-94.32653,0.9,rooftop,21500,"E Truman Rd",,,Independence,MO,"Jackson County",64056,US,Jackson,2021,29,29095,Independence,2935000,017700,3024,3,290950177003024,29095017700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710027,"10/9/07 0:00","Spray booths","Cook Composites & Polymers Co.","919 E 14th Ave","North Kansas City",Clay,"AP:  No Permit Required","AP: Applicability Determination Request","11/5/07 0:00",,27,,,APA000470012,39.133944,-94.570271,1,range_interpolation,919,"E 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6122,6,290470221006122,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710051,"10/9/07 0:00",Generators,"Sprint Lees Summit Data Center","800 NW Technology Dr","Lee's Summit",Jackson,"AP:  Operating Permit Issued","AOP: Basic Operating Permit","1/17/08 0:00",OP,100,"10/8/12 0:00",,AP0000950293,38.939122,-94.398178,0.9,rooftop,800,"NW Technology Dr",,,"Lees Summit",MO,"Jackson County",64086,US,Jackson,2021,29,29095,"Lee's Summit",2941348,017900,4011,4,290950179004011,29095017900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710039,"10/10/07 0:00","Add conveyor","APAC - Kansas, Inc","19100 E 231ST ST",Harrisonville,Cass,"AP:  No Permit Required","AP: IR Applicability Determination Request","1/24/08 0:00",,106,,,AP0000370007,38.700096,-94.378159,1,range_interpolation,19100,"E 231st St",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,4012,4,290370608004012,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710041,"10/10/07 0:00","Add screen","LaFarge North America","16400 E KENTUCKY RD",Independence,Jackson,"AP:  Permit Required","AP: IR Applicability Determination Request","12/29/07 0:00",,80,,,AP0000950285,39.129222,-94.381382,1,rooftop,16400,"E Kentucky Rd",,,Independence,MO,"Jackson County",64058,US,Jackson,2021,29,29095,"Sugar Creek",2971368,015100,1072,1,290950151001072,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710042,"10/10/07 0:00","Replace Screen","APAC - Kansas Inc","2001B MO Hwy 291","Sugar Creek",Jackson,"AP:  No Permit Required","AP: IR Applicability Determination Request","11/16/07 0:00",,37,,,AP0000950048,39.140635,-94.389297,0.9,range_interpolation,2001,"State Hwy 291",,,Independence,MO,"Jackson County",64056,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,015100,1075,1,290950151001075,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710040,"10/11/07 0:00","Emission Rate","Sericol, Inc.","20 W. 14th Ave.","North Kansas City",Clay,"AP:  Amendment Approved","AP: Corrections & Amendments","4/17/09 0:00",072007-007A,554,,,APA000470141,39.134353,-94.58076,1,range_interpolation,20,"W 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6089,6,290470221006089,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710047,"10/12/07 0:00","Boiler Replacement","Veterans Administration Medical Center","4801 E LINWOOD BLVD","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","11/1/07 0:00",1204,20,,,AP0000952056,39.063916,-94.526692,1,rooftop,4801,"E Linwood Blvd",,,"Kansas City",MO,"Jackson County",64128,US,Jackson,2021,29,29095,"Kansas City",2938000,005801,3018,3,290950058013018,29095005801,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710053,"10/12/07 0:00","Rock Crushing",Lowe-North-Manchester,"28 and Manchester Tfcwy","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","11/1/07 0:00",1198,20,,,AP020071A053,39.07205,-94.500209,0.56,intersection,,"E 28th St S",,,"Kansas City",MO,"Jackson County",64129,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,016300,1006,1,290950163001006,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710054,"10/12/07 0:00","Rock Crushing","Lowe-North Const. - Municipal","401 Atlantic","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","11/1/07 0:00",1205,20,,,AP0000952461,39.167287,-94.452543,1,range_interpolation,401,"Atlantic Rd",,,Birmingham,MO,"Clay County",64161,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Birmingham,2905824,022200,3086,3,290470222003086,29047022200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710075,"10/12/07 0:00","Baghouse Replacement","Lake Asphalt at Beyer Crushed Rock","4600 E County Hwy Y",Cleveland,Cass,"AP:  No Permit Required","AP: IR Applicability Determination Request","11/27/07 0:00",,46,,,AP0000370065,38.655025,-94.559725,0.5,place,,,,,Cleveland,MO,"Cass County",64734,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,061100,4020,4,290370611004020,29037061100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710078,"10/15/07 0:00","Opacity control","Harmony Printing & Lithography","1200 E 210 Hwy","Pleasant Valley",Clay,"AP:  No Permit Required","AP: Applicability Determination Request","11/30/07 0:00",,46,,,AP0000470164,37.106475,-94.513285,0.5,rooftop,1200,"N Main St",,,Joplin,MO,"Jasper County",64801,US,"City of Joplin",2021,29,29097,Joplin,2937592,011100,1000,1,290970111001000,29097011100,"Joplin, MO",27900,metropolitan,"Joplin-Miami, MO-OK",309,,
AP200710067,"10/17/07 0:00","Waste Oil","Dean Machinery","5701 E 87th St","Kansas City",Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","11/27/07 0:00",,41,,,AP020071A067,38.967281,-94.522565,1,rooftop,5701,"E 87th St",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,017400,3004,3,290950174003004,29095017400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711025,"10/17/07 0:00","Nox compliance certification","Kansas City Power & Light Co (Hawthorn)","8700 HAWTHORNE RD","Kansas City",Jackson,"AP:  ERC Request Approved","AOP: NOx Projected Allowance or Control Period","10/27/07 0:00",OP,10,,,AP0000950022,39.130505,-94.478423,1,rooftop,8700,"Hawthorne Rd",,,"Kansas City",MO,"Jackson County",64120,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,2006,2,290950155002006,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711026,"10/17/07 0:00","Compliance Certification","Kansas City Power & Light (Iatan)","20240 Hwy 45 North",Weston,Platte,"AP:  ERC Request Approved","AOP: NOx Projected Allowance or Control Period","10/27/07 0:00",OP,10,,,AP0001650007,39.457402,-94.969503,0.89,nearest_rooftop_match,20250,"N Mo-45 Hwy",,,Weston,MO,"Platte County",64098,US,"Platte County",2021,29,29165,,,030700,3001,3,291650307003001,29165030700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710104,"10/24/07 0:00",Plastics,"Peterson Mfg Co","4200 E 135TH ST",Grandview,Jackson,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit Renewal","5/19/10 0:00",OP2010-044,938,"5/18/15 0:00",,AP0000950075,38.880983,-94.542751,1,rooftop,4200,"E 135th St",,,Grandview,MO,"Jackson County",64030,US,Jackson,2021,29,29095,Grandview,2928324,013401,2006,2,290950134012006,29095013401,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200710112,"10/26/07 0:00",Newspaper,"Kansas City Star","1601 McGee","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","11/20/07 0:00",OP,25,"10/22/12 0:00",,AP0000952435,39.095404,-94.579156,1,rooftop,1601,"McGee St",,,"Kansas City",MO,"Jackson County",64108,US,Jackson,2021,29,29095,"Kansas City",2938000,015800,2017,2,290950158002017,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711023,"10/26/07 0:00",Pharmaceuticals,"Aventis Pharmaceuticals, Inc.","10236 Marion Park Dr","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","11/20/07 0:00",OP,25,"10/22/12 0:00",,AP0000950063,39.048809,-94.595695,1,rooftop,10236,"Marion Park Dr",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,007100,3000,3,290950071003000,29095007100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711024,"10/26/07 0:00",Printing,"Commercial Lithographing Co","1226 Chestnut","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","11/20/07 0:00",OP,25,"10/22/12 0:00",,AP0000950119,39.097728,-94.549519,1,rooftop,1226,"Chestnut Ave",,,"Kansas City",MO,"Jackson County",64127,US,Jackson,2021,29,29095,"Kansas City",2938000,016000,1011,1,290950160001011,29095016000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712054,"11/1/07 0:00","Revise design capacity","Lee's Summit Sanitary Landfill","2101 SE HAMBLEN RD","Lee's Summit",Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","2/25/08 0:00",,116,,,AP0000950272,38.879213,-94.355408,0.9,nearest_rooftop_match,2100,"SE Hamblen Rd",,,"Lees Summit",MO,"Jackson County",64082,US,Jackson,2021,29,29095,"Lee's Summit",2941348,013804,1016,1,290950138041016,29095013804,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711003,"11/2/07 0:00","Food Products","Unilever Bestfoods North America","13000 E 35TH ST S",Independence,Jackson,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit Renewal","6/10/10 0:00",OP2010-054,951,"6/4/15 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/unilever-indep2010opf.pdf#,AP0000950178,39.057596,-94.425858,0.9,range_interpolation,13000,"E 35th St S",,,Independence,MO,"Jackson County",64055,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Independence,2935000,012200,4009,4,290950122004009,29095012200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801016,"11/21/07 0:00",Incinerators,"FC Industries","13508 Oak St","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","12/29/07 0:00",OP,38,"12/28/12 0:00",,AP0000952200,38.881755,-94.591567,1,rooftop,13508,"Oak St",,,"Kansas City",MO,"Jackson County",64145,US,Jackson,2021,29,29095,"Kansas City",2938000,013405,2011,2,290950134052011,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711060,"11/26/07 0:00","Add dryer","Materials Packaging Corp","23018 S 291 Hwy",Harrisonville,Cass,"AP:  No Permit Required","AP: Applicability Determination Request","4/4/08 0:00",,130,,,AP0000375001,38.588349,-94.332759,0.9,range_interpolation,23018,"E 291st St",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,3056,3,290370608003056,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711069,"11/27/07 0:00","Hydrogenation Process","Aptuit Inc.","1701 Vine St",Harrisonville,Cass,"AP:  No Permit Required","AP: Applicability Determination Request","2/25/08 0:00",,90,,,AP0000370043,38.659759,-94.361722,0.9,range_interpolation,1701,"W Vine St",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Harrisonville,2930610,060904,1017,1,290370609041017,29037060904,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200711065,"11/28/07 0:00","Emergency Generator-South Savage","Sprint Switch Facility","2301 S Savage St",Independence,Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","1/15/08 0:00",,48,,,AP0200711065,39.078321,-94.399483,1,rooftop,2301,"S Savage St",,,Independence,MO,"Jackson County",64055,US,Jackson,2021,29,29095,Independence,2935000,012300,2002,2,290950123002002,29095012300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712017,"12/5/07 0:00","Allow colocation","LaFarge North America","16400 E KENTUCKY RD",Independence,Jackson,"AP:  Amendment Approved","AP: IR Corrections & Amendments","3/11/08 0:00",062006-011A,97,,,AP0000950285,39.129222,-94.381382,1,rooftop,16400,"E Kentucky Rd",,,Independence,MO,"Jackson County",64058,US,Jackson,2021,29,29095,"Sugar Creek",2971368,015100,1072,1,290950151001072,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712044,"12/5/07 0:00","Add screen","LaFarge North America","16400 E KENTUCKY RD",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: IR Sec 5 & 6: Deminimis and Minor","2/6/08 0:00",022008-004,63,,#http://www.dnr.mo.gov/env/apcp/docs/lafarge-namerica-port0606.pdf#,AP0000950285,39.129222,-94.381382,1,rooftop,16400,"E Kentucky Rd",,,Independence,MO,"Jackson County",64058,US,Jackson,2021,29,29095,"Sugar Creek",2971368,015100,1072,1,290950151001072,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801015,"12/11/07 0:00",Chemicals,"Chemtech Terminals Inc","6301 NE BIRMINGHAM RD","Kansas City",Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","12/31/07 0:00",OP,20,"12/30/12 0:00",,APA000470046,39.154341,-94.505921,1,range_interpolation,6301,"NE Birmingham Rd",,,"Kansas City",MO,"Clay County",64117,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Kansas City",2938000,020602,4019,4,290470206024019,29047020602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712046,"12/14/07 0:00",Crematory,"O'Neill Mortuary & Livery","21524 N Main St",Peculiar,Cass,"AP:  Operating Permit Issued","AOP: Basic Operating Permit Renewal","2/6/08 0:00",OP,54,"6/16/13 0:00",,AP0000370058,38.718862,-94.460456,0.6,street_center,,"S Main St",,,Peculiar,MO,"Cass County",64078,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Peculiar,2956756,061002,6023,6,290370610026023,29037061002,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712065,"12/17/07 0:00","Diesel Generators","National Weather Service","1803 N 7 Hwy","Pleasant Hill",Cass,"AP:  No Permit Required","AP: Applicability Determination Request","1/24/08 0:00",,38,,,AP0000370064,38.753028,-94.270505,0.5,place,,,,,"Pleasant Hill",MO,"Cass County",64080,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060500,2022,2,290370605002022,29037060500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712055,"12/19/07 0:00","New paper type","U. S. Gypsum Co","1115 Armour Rd","North Kansas City",Clay,"AP:  No Permit Required","AP: Sec 5 & 6: Deminimis and Minor","3/28/08 0:00",,100,,,AP0000470007,39.143504,-94.567804,1,range_interpolation,1115,"Armour Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6031,6,290470221006031,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712056,"12/19/07 0:00",Paper,"U. S. Gypsum Co","1115 Armour Rd","North Kansas City",Clay,"AP:  Operating Permit Issued","AOP: Basic Operating Permit","6/5/08 0:00",OP,169,"12/17/12 0:00",,AP0000470007,39.143504,-94.567804,1,range_interpolation,1115,"Armour Rd",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6031,6,290470221006031,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712060,"12/26/07 0:00",Plastics,"Gilmour Hose Company","140 CORUM RD","Excelsior Springs",Clay,"AP:  Operating Permit Issued","AOP: Basic Operating Permit Renewal","2/14/08 0:00",OP,50,"5/12/12 0:00",,APB000470070,39.33719,-94.249344,1,range_interpolation,140,"Corum Rd",,,"Excelsior Springs",MO,"Clay County",64024,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"Excelsior Springs",2923086,021701,3036,3,290470217013036,29047021701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712062,"12/26/07 0:00","Asphalt Crushing","APAC - Kansas, Inc","19100 E 231ST ST",Harrisonville,Cass,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate Approved Site","1/14/08 0:00",032006-003,19,,,AP0000370007,38.700096,-94.378159,1,range_interpolation,19100,"E 231st St",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060800,4012,4,290370608004012,29037060800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712070,"12/26/07 0:00","Chrome Plating","Chrome Wright","97 SE Oldham Parkway","Lee's Summit",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/5/08 0:00",OP,162,"11/29/11 0:00",,AP0000950269,38.902285,-94.371138,0.9,rooftop,97,"SE Oldham Pkwy",,,"Lees Summit",MO,"Jackson County",64081,US,Jackson,2021,29,29095,"Lee's Summit",2941348,013804,1010,1,290950138041010,29095013804,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712083,"12/28/07 0:00","Paint Booth","Department of Energy Kansas City Plant","2000 E BANNISTER RD","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","1/24/08 0:00",1191,27,,,AP0000950005,38.958178,-94.565192,1,rooftop,2000,"E Bannister Rd",,,"Kansas City",MO,"Jackson County",64131,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,3024,3,290950096003024,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200712078,"12/31/07 0:00",Landfill,"Lee's Summit Sanitary Landfill","2101 SE HAMBLEN RD","Lee's Summit",Jackson,"AP:  Operating Permit Issued","AOP: Part 70 Operating Permit","7/6/10 0:00",OP2010-069,918,"7/5/15 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/leessummit-resrecpk2010op.pdf#,AP0000950272,38.879213,-94.355408,0.9,nearest_rooftop_match,2100,"SE Hamblen Rd",,,"Lees Summit",MO,"Jackson County",64082,US,Jackson,2021,29,29095,"Lee's Summit",2941348,013804,1016,1,290950138041016,29095013804,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801003,"1/2/08 0:00",Hospital,"St Luke's Northland Hospital - Smithvill","601 S 169 HWY",Smithville,Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","3/10/08 0:00",OP,68,"12/15/12 0:00",,AP0000470095,39.38706,-94.473232,0.5,place,,,,,Smithville,MO,"Clay County",64089,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,,,021809,2036,2,290470218092036,29047021809,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801004,"1/3/08 0:00","Move and consolidate hospitals","Centerpoint Medical Center","19600 E 39th St",Independence,Jackson,"AP:  Permit Required","AP: Applicability Determination Request","1/29/08 0:00",,26,,,AP0000950315,39.049291,-94.348768,0.95,rooftop,19600,"E 39th St S",,,Independence,MO,"Jackson County",64057,US,Jackson,2021,29,29095,Independence,2935000,014701,3017,3,290950147013017,29095014701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801006,"1/7/08 0:00","Confidentiality for 2005-11-082","BHA Technologies","417 SE Thompson Dr.","Lee's Summit",Jackson,"AP:  Request Approved","AP: Confidentiality Request","1/10/08 0:00",,3,,,APA000950298,38.884986,-94.362004,0.9,rooftop,417,"SE Thompson Dr",,,"Lees Summit",MO,"Jackson County",64082,US,Jackson,2021,29,29095,"Lee's Summit",2941348,013804,1012,1,290950138041012,29095013804,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801008,"1/7/08 0:00","Burn biomass","UtiliCorp United - Sibley","33200 East Johnson Road",Sibley,Jackson,"AP:  Temporary Permit Issued","AP: Temporary or Pilot Plant Permit","2/19/08 0:00",022008-003,43,,#http://www.dnr.mo.gov/env/apcp/docs/aquila-sibley08.pdf#,APB000950031,39.177896,-94.184572,1,rooftop,33200,"E Johnson Rd",,,Sibley,MO,"Jackson County",64088,US,Jackson,2021,29,29095,,,015000,2040,2,290950150002040,29095015000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801022,"1/7/08 0:00","Silo and filter",Smurfit-Stone,"933 S Kent St","Pleasant Valley",Clay,"AP:  No Permit Required","AP: Applicability Determination Request","2/15/08 0:00",,39,,,APA000470137,39.234143,-94.433755,1,range_interpolation,933,"Kent St",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Liberty,2942032,022302,2001,2,290470223022001,29047022302,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801049,"1/22/08 0:00","Grain Elevator","ADM Grain Company","6900 SCARRITT AVE","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","4/2/08 0:00",OP,71,"3/2/13 0:00",,AP0000950008,39.115727,-94.500361,1,rooftop,6900,"Scarritt Ave",,,"Kansas City",MO,"Jackson County",64123,US,Jackson,2021,29,29095,"Kansas City",2938000,015500,1095,1,290950155001095,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP20080122KC,"1/22/08 0:00","Terminal Grain Elevator","Hansen Mueller KC Terminal Elevator","1031 N TOPPING AVE","Kansas City",Jackson,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit","7/2/08 0:00",OP2008-060KC,162,"7/1/13 0:00",,AP0000950026,39.125206,-94.513198,1,range_interpolation,1031,"N Topping Ave",,,"Kansas City",MO,"Jackson County",64120,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015500,1062,1,290950155001062,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801050,"1/24/08 0:00","Recycled Asphalt","APAC - Kansas Inc","2001B MO Hwy 291","Sugar Creek",Jackson,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate Approved Site","1/28/08 0:00",032006-003,4,"2/3/10 0:00",,AP0000950048,39.140635,-94.389297,0.9,range_interpolation,2001,"State Hwy 291",,,Independence,MO,"Jackson County",64056,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Sugar Creek",2971368,015100,1075,1,290950151001075,29095015100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
