program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
AP200502032,2/9/05 0:00,General OP - Dry Cleaner,Dry Cleaner (The),10018 nw executive,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/22/05 0:00,OP,225,2/2/10 0:00,NA,AP0001652413
AP200502033,2/9/05 0:00,General OP - Dry Cleaner,Prestige Cleaners,1036 w 103rd st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/22/05 0:00,OP,225,2/2/10 0:00,NA,AP0000952160
AP200502034,2/9/05 0:00,General OP - Dry Cleaner,Creekwood Cleaners,307-a northeast englewood,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/22/05 0:00,OP,225,2/2/10 0:00,NA,AP0000472213
AP200502035,2/9/05 0:00,Painting/coatings,Kansas City Auto Auction,3901 n great midwest dr,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Basic Operating Permit,9/22/05 0:00,OP,225,2/4/10 0:00,NA,APA000472209
AP200502052,2/14/05 0:00,Solvent Spray Booths,Department of Energy Kansas City Plant,2000 e bannister rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/10/05 0:00,1092,24,NA,NA,AP0000950005
AP200502078,2/22/05 0:00,Update conditions,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,3/2/05 0:00,1014A,8,NA,NA,AP0001652415
AP200502079,2/23/05 0:00,"Boilers, ovens, welding","Weld Racing, Inc",6600 stadium dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/2/05 0:00,1090,7,NA,NA,AP0200502079
AP200502097,2/25/05 0:00,Incinerator conditions,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/23/05 0:00,NA,26,NA,NA,AP0000952200
AP200504035,2/28/05 0:00,"Air abatement system $3,987,404.00",Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  Sales Tax Completed,AP: Sales Tax Exemption Requests,3/29/07 0:00,NA,759,NA,NA,AP0001652415
AP200503092,3/3/05 0:00,General OP - Dry Cleaners,Fabric Care Center,9402 blueridge,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,209,1/18/10 0:00,NA,AP0000952236
AP200506027,6/2/05 0:00,Rock Crushing/Recycling,Jim Kidwell Construction,8200 e blue parkway,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Local CP,8/23/05 0:00,1108,82,NA,NA,AP0000952429
AP200506040,6/9/05 0:00,Press,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/22/05 0:00,1110,13,NA,NA,AP0000950114
AP200506062,6/20/05 0:00,Ink-Making,Sun Chemical,6989 ne corporate dr,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,1/21/10 0:00,OP2009-200,1676,6/19/15 0:00,NA,AP0000952431
AP200503071,3/9/05 0:00,Draft Permit-Haz Waste Mgmt Facility,Heritage Environmental Services Inc,8525 ne 38th street,Kansas City,Clay,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,3/17/05 0:00,NA,8,NA,NA,AP0000472222
AP200503062,3/15/05 0:00,Asphalt-Name change,Vance Brothers Inc,4915 chelsea ave,Kansas City,Jackson,AP:  Amendment Approved,AOP: Intermediate Operating Permit Amendment,7/1/05 0:00,OP,108,8/18/07 0:00,NA,AP0000950064
AP200503083,3/23/05 0:00,"Casino, restaurant",Ameristar Casino Inc.,3200 n station dr,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,189,7/10/10 0:00,NA,AP0000472228
AP200503084,3/23/05 0:00,General OP - Dry Cleaners,Ellas Cleaners,3740 troost,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,189,3/10/10 0:00,NA,AP0000952116
AP200503101,3/28/05 0:00,Computer Center,AT&T,2121 e 63rd st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/28/05 0:00,OP,184,3/16/10 0:00,NA,AP0000952187
AP200500007,4/4/05 0:00,Hospital,St Joseph Health Center,1000 carondelet dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/4/05 0:00,1102,0,NA,NA,AP0000952083
AP200504029,4/8/05 0:00,Wood Cabinets,Quality Wood Products,7400 e 12th st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/26/05 0:00,OP,171,3/29/10 0:00,NA,APA000952065
AP200504030,4/8/05 0:00,General OP - Dry Cleaners,U.S. $1.75 Cleaners,4804 s noland rd suite s,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/26/05 0:00,OP,171,4/3/10 0:00,NA,AP0000952203
AP200504031,4/8/05 0:00,Hospital,Truman Medical Center East,7900 lees summit rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,9/15/10 0:00,OP,1986,3/29/10 0:00,NA,AP0000952154
AP200504100,4/30/05 0:00,Incinerator,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/30/05 0:00,1093,0,NA,NA,AP0000952200
AP200505035,5/6/05 0:00,Production Lmiit,Kansas City Power & Light,4400 e front st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/26/05 0:00,660-A,20,NA,NA,AP0000952012
AP200505036,5/6/05 0:00,press conversion,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/26/05 0:00,1086,20,NA,NA,AP0000952044
AP200505040,5/11/05 0:00,facility-wide emission limits,Martec Pharmaceutical Inc,1800 n topping,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/26/05 0:00,1101,15,NA,NA,AP0000952172
AP200506012,5/27/05 0:00,Flare Changes,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/22/05 0:00,1034A,26,NA,NA,AP0000952101
AP200506013,5/27/05 0:00,Flare Changes,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Minor Modification,8/17/10 0:00,OP2003-037B,1908,8/6/08 0:00,NA,AP0000952101
AP200507031,7/6/05 0:00,Rock Quarry,Damon Pursell Construction Company,9001 hickman mills dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/25/05 0:00,1112,19,NA,NA,AP0000950006
AP200507032,7/6/05 0:00,Asphalt,Superior Asphalt Company,9001 hickman mills dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/25/05 0:00,1111,19,NA,NA,AP0000952052
AP200507033,7/6/05 0:00,Concrete,All American Ready Mix,4950 e bannister rd.,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/25/05 0:00,1098,19,NA,NA,AP0000952430
AP200507082,7/14/05 0:00,General OP - Dry Cleaners,Brenda's Thriftway Cleaners,3951 indiana,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,76,6/28/10 0:00,NA,AP0000952111
AP200509047,7/22/05 0:00,Generators,Liberty Mutual Data Center,7901 nw 112th,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,7/22/05 0:00,OP,0,7/19/10 0:00,NA,AP0001652416
AP200508063,8/29/05 0:00,Scrap Metal Shredding,Midwest Scrap Management,8116 wilson rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/28/05 0:00,1120,30,NA,NA,AP0000952243
AP200509032,9/1/05 0:00,Dry Cleaner,Sheila's Dry Cleaners Inc,6006 n antioch road,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/19/05 0:00,OP,48,8/31/10 0:00,NA,AP0000470161
AP200509017,9/9/05 0:00,Add equipment,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/15/05 0:00,1118,6,NA,NA,AP0000952001
AP200510064,10/3/05 0:00,Asphalt,Superior Bowen Asphalt,13808 n winan rd,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,10/3/05 0:00,OP,0,10/2/10 0:00,NA,AP0001652422
AP200510066,10/3/05 0:00,Asphalt,Superior Asphalt Company,9001 hickman mills dr,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,4/4/07 0:00,OP,548,4/3/12 0:00,NA,AP0000952052
AP200510021,10/12/05 0:00,Amend wording,Harley Davidson Motor Co,11401 n congress,Kansas City,Platte,AP:  OP Application Replaced by New Submittal,AOP: Part 70 Operating Permit Admin. Amendment,8/31/09 0:00,OP2005-012,1419,5/22/10 0:00,NA,AP0001652415
AP200510056,10/20/05 0:00,NOx allowance,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  ERC Request Approved,AOP: NOx Projected Allowance or Control Period,9/14/06 0:00,NA,329,NA,NA,AP0000950022
AP200512055,10/26/05 0:00,Terminate OP,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,1/24/06 0:00,OP2001-103,90,NA,NA,AP0000470042
AP200512053,10/28/05 0:00,Vinegar,Mizkan Americas Inc.,2400 nicholson,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,10/28/05 0:00,OP,0,8/29/10 0:00,NA,APB000952161
AP200511014,11/3/05 0:00,Boilers,Veolia Energy - Kansas City,115 grand ave,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,3/4/13 0:00,OP2012-050,2678,3/3/18 0:00,#http://www.dnr.mo.gov/env/apcp/permits/docs/veolia-kc2013opf.pdf#,APC000950021
AP200511046,11/9/05 0:00,New Press,Commercial Lithographing Co,1226 chestnut,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/9/05 0:00,1130,30,NA,NA,AP0000950119
AP200511084,11/28/05 0:00,Concrete,Midwest Block & Brick,4104 east 12th terrace,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/21/05 0:00,NA,23,NA,NA,AP0000952128
AP200512025,12/13/05 0:00,Fluidized bed skid cleaner,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,4/26/06 0:00,042006-012,134,NA,#http://www.dnr.mo.gov/env/apcp/docs/042006-012.pdf#,AP0000470019
AP200601076,1/23/06 0:00,Power Plant,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit Renewal,5/31/06 0:00,OP2006-027,128,12/31/09 0:00,NA,AP0000950022
AP200601085,1/25/06 0:00,Modify asphalt plant,Vance Brothers Inc,5201 brighton ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,2/22/06 0:00,1134,28,NA,NA,AP0000950037
AP200604070,4/25/06 0:00,PSD Solvent Change,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/31/06 0:00,1140,36,NA,NA,AP0000952001
AP200604076,4/27/06 0:00,Thermal Oxidizer,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/16/06 0:00,1123,19,NA,NA,AP0000950011
AP200602019,2/3/06 0:00,Loading Points,Bartlett Grain Company,5801 ne birmingham rd,Kansas City,Clay,AP:  Permit Issued,AP: Local CP,2/23/06 0:00,1139,20,NA,NA,AP0000470025
AP200602090,2/17/06 0:00,Responsible official,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,3/23/06 0:00,OP2003-037,34,NA,NA,AP0000952101
AP200602082,2/22/06 0:00,New soybean plant-Modeling,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,"AP:  Closed out, per policy","AP: Section 7, 8 & 9 Major Source Review",5/31/06 0:00,NA,98,NA,NA,AP0000952001
AP200603072,3/6/06 0:00,Paint Manufacturing,Davis Paint Co,1311 iron st,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,10/15/13 0:00,OP2013-061,2780,10/14/18 0:00,#http://www.dnr.mo.gov/env/apcp/permits/docs/davispaint-nkc2013op.pdf#,AP0000470040
AP200604028,4/4/06 0:00,Merger Changes,Research Medical Center - Brookside,6601 rockhill rd,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Intermediate Operating Permit Amendment,9/21/07 0:00,OP,535,NA,NA,AP0000952087
AP200604034,4/7/06 0:00,Airplane Repair,American Airlines,9200 nw 112th street,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,7/8/09 0:00,OP2009-100,1188,7/5/14 0:00,NA,AP0001650005
AP200605075,5/25/06 0:00,Iron Casting,Clay & Bailey Mfg. Co.,6401 e 40th st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,4/4/08 0:00,OP2008-030,680,4/4/13 0:00,NA,AP0000950012
AP200606020,6/6/06 0:00,Printing Press,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/14/06 0:00,1154,8,NA,NA,AP0000950114
AP200606083,6/22/06 0:00,Steam and wastewater,"Facility Operation Services, LLC",9200 nw 112th,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,7/8/09 0:00,OP2009-010,1112,7/8/14 0:00,NA,APA001652424
AP200606084,6/22/06 0:00,Hospital,Veterans Administration Medical Center,4801 e linwood blvd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,6/22/06 0:00,OP,0,5/14/11 0:00,NA,AP0000952056
AP200607032,6/26/06 0:00,Responsible Official Change,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,10/4/07 0:00,OP,465,1/9/10 0:00,NA,AP0000950022
AP200606107,6/29/06 0:00,Printed Products,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,5/3/10 0:00,OP2010-040,1404,5/2/15 0:00,#http://www.dnr.mo.gov/env/apcp/permits/docs/hwurstnkc2010op.pdf#,AP0000470032
AP200607048,7/19/06 0:00,Acetators,Mizkan Americas Inc.,2400 nicholson,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/10/06 0:00,1159,22,NA,NA,APB000952161
AP200607049,7/19/06 0:00,Catalytic Oxidizer,"Aventis Pharmaceuticals, Inc.",10236 marion park dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/10/06 0:00,1155,22,NA,NA,AP0000950063
AP200608001,7/28/06 0:00,Medical Research,Stower's Institute,4949 rockhill rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit,7/28/06 0:00,OP,0,7/20/11 0:00,NA,AP0000952089
AP200609072,9/21/06 0:00,Crusher,Jacomo Trucking,11030 hickman mills drive,Kansas City,Portable Plant,"AP:  Closed out, per policy",AOP: Basic Operating Permit,9/21/06 0:00,OP,0,NA,NA,AP00PORT0478
AP200612073,12/26/06 0:00,Greeting Cards,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,7/28/10 0:00,OP2010-077,1310,7/27/15 0:00,#http://www.dnr.mo.gov/env/apcp/permits/docs/hallmark-kc2010op.pdf#,AP0000950114
AP200612079,12/26/06 0:00,Coffee,Folgers Coffee Co,701 broadway,Kansas City,Jackson,"AP:  Closed Out, Inactive",AOP: Part 70 Operating Permit Renewal,7/24/12 0:00,OP,2037,12/25/11 0:00,NA,AP0000950017
AP200610073,10/16/06 0:00,2006 Control Period,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  ERC Request Approved,AOP: NOx Projected Allowance or Control Period,10/26/06 0:00,NA,10,NA,NA,AP0000950022
AP200610104,10/24/06 0:00,Incinerator,Kansas City Airport Aviation Dept,601 brasilia ave,Kansas City,Platte,AP:  Application Withdrawn by Applicant,AP: Local CP,11/6/06 0:00,NA,13,NA,NA,AP0001652404
AP200610135,10/31/06 0:00,2 ovens,Cook Family Foods,13825 wyandotte street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/20/06 0:00,1175,20,NA,NA,APB000952002
AP200611010,11/1/06 0:00,Incinerator,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/20/06 0:00,1173,19,NA,NA,AP0000952200
AP200612006,11/29/06 0:00,Roofing material,Performance Roof Systems,4821 chelsea avenue,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,11/29/06 0:00,OP,0,10/21/11 0:00,NA,APA000950177
AP200701020,1/10/07 0:00,10-color lithographic press,Commercial Lithographing Co,1226 chestnut,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,2/8/07 0:00,1180,29,NA,NA,AP0000950119
AP200704053,4/12/07 0:00,Development,Crown Center Redevelopment,2405 grand blvd ste 200,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,1/30/08 0:00,OP2008-010,293,1/29/13 0:00,NA,AP0000952007
AP200704077,4/16/07 0:00,Asphalt,Superior Asphalt Company Inc,8651 ne 38th street,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,6/8/07 0:00,OP,53,4/3/12 0:00,NA,AP0000472219
AP200701042,1/16/07 0:00,Waste Treatment,Heritage Environmental Services Inc,8525 ne 38th street,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,1/16/07 0:00,OP,0,1/15/12 0:00,NA,AP0000472222
AP200701045,1/19/07 0:00,Replace presses,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/25/07 0:00,052007-010,126,NA,#http://www.dnr.mo.gov/env/apcp/permits/docs/henrywurst.pdf#,AP0000470032
AP200701049,1/19/07 0:00,Asphaltic Concrete,J.M. Fahey Construction,8600 tracy,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,1/19/07 0:00,OP,0,1/18/12 0:00,NA,AP0000950003
AP200701050,1/19/07 0:00,Hospital,Research Medical Center - Brookside,6601 rockhill rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,7/2/08 0:00,OP2007-007,530,6/1/13 0:00,NA,AP0000952087
AP200702039,2/13/07 0:00,Power Plant,K. C. Power & Light Co,950 n olive st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,3/1/11 0:00,OP2011-003,1477,2/29/16 0:00,#http://www.dnr.mo.gov/env/apcp/permits/docs/kcpl--ne2011op.pdf#,APA000950023
AP200703065,3/19/07 0:00,Asphalt,Vance Brothers Inc,4915 chelsea ave,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,6/8/07 0:00,OP,81,2/18/12 0:00,NA,AP0000950064
AP200703066,3/22/07 0:00,Box Making,Love Box Co. - Topping,1226 n. topping ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/31/07 0:00,NA,162,NA,NA,AP0200703066
AP200705046,4/18/07 0:00,Tire Recycling,ABC Tire,4401 gardner ave,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,5/9/07 0:00,NA,21,NA,NA,AP0200705046
AP200705007,4/25/07 0:00,Rock Crushing,ESI Contracting Corp,7300 e 63rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/31/07 0:00,1186,128,NA,NA,AP0000952437
AP200707035,7/2/07 0:00,Soybean Extraction,"Cargill, Inc.",2306 rochester st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,3/22/17 0:00,OP2017-017,3551,3/22/22 0:00,#http://dnr.mo.gov/env/apcp/permits/docs/cargillkscity2017op.pdf#,AP0000952001
AP200705136,5/2/07 0:00,Wood Processing,BlueLinx Corporation,1727 warren st.,Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,8/3/07 0:00,NA,93,NA,NA,AP0200705136
AP200705035,5/7/07 0:00,Foam Plastics,Cook Brothers Insulation Inc,200 walnut st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,7/8/09 0:00,OP2009-080,793,7/5/14 0:00,NA,AP0000952058
AP200705095,5/14/07 0:00,Printing/Publishing,Nazarene Publishing House,2940 troost avenue,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,5/14/07 0:00,OP,0,12/7/12 0:00,NA,APA000952005
AP200705092,5/16/07 0:00,Asphalt,Bowen Construction Company #2,14457 nw interurban rd,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,6/8/07 0:00,OP,23,10/19/11 0:00,NA,AP0001652402
AP200705093,5/16/07 0:00,Hospital,St Joseph Health Center,1000 carondelet dr,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,5/16/07 0:00,OP,0,10/25/12 0:00,NA,AP0000952083
AP200706089,6/28/07 0:00,Paint improvement,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,7/18/07 0:00,072007-004,20,NA,#http://www.dnr.mo.gov/env/apcp/permits/docs/fordmotorco-claycomo.pdf#,AP0000470019
AP200707004,6/29/07 0:00,CAIR application,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: CAIR Application,9/11/08 0:00,OP,440,NA,NA,AP0000950022
AP200707007,6/29/07 0:00,CAIR application,K. C. Power & Light Co,950 n olive st,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: CAIR Application,9/11/08 0:00,OP,440,NA,NA,APA000950023
AP200708087,8/17/07 0:00,Update from BAS to INT,AT&T,2121 e 63rd st,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,8/17/10 0:00,OP,1096,8/15/12 0:00,NA,AP0000952187
AP200708089,8/17/07 0:00,Envelopes,Tension Envelope Corporation,819 e. 19th,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/16/07 0:00,OP,60,2/10/13 0:00,NA,AP0000950067
AP200707072,7/9/07 0:00,Draft Permit,Solvent Recovery Corp,716 mulberry st,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,7/16/07 0:00,NA,7,NA,NA,AP0000952162
AP200708025,7/30/07 0:00,PM10 limit,Midwest Terminal Warehouse,1724 market st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,8/22/07 0:00,1163,23,NA,NA,AP0000952201
AP200709071,9/21/07 0:00,Grain,Bartlett Grain Company,5801 ne birmingham rd,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,7/7/09 0:00,OP2009-060,655,7/5/14 0:00,NA,AP0000470025
AP200709001,8/30/07 0:00,Asphalt,Hot Mix Materials Inc,2701 east 85th street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/20/07 0:00,1190,21,NA,NA,AP0000952440
AP200709018,9/10/07 0:00,Printing,"Henry Wurst, Inc",1331 saline st,Kansas City,Clay,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit Amendment,1/19/10 0:00,OP,862,NA,NA,AP0000470032
AP200709047,9/12/07 0:00,Asphalt,Bowen Construction Plant #1,2501 manchester,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/12/07 0:00,OP,30,9/6/12 0:00,NA,AP0000950176
AP200709049,9/12/07 0:00,Printing,Barton Nelson Inc,13700 wyandotte,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/12/07 0:00,OP,30,8/29/12 0:00,NA,AP0000952044
AP200709052,9/19/07 0:00,PAL permit,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Section 8 Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",3/31/08 0:00,042008-001,194,NA,#http://www.dnr.mo.gov/env/apcp/docs/fordmotorco-claycomo08.pdf#,AP0000470019
AP200710001,9/28/07 0:00,Add boiler,Aptuit KCM,10245 hickman mills dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/19/07 0:00,1200,21,NA,NA,APB000952202
AP200710015,10/4/07 0:00,Coating Pan,"Aventis Pharmaceuticals, Inc.",10236 marion park dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/23/07 0:00,1203,19,NA,NA,AP0000950063
AP200710047,10/12/07 0:00,Boiler Replacement,Veterans Administration Medical Center,4801 e linwood blvd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/1/07 0:00,1204,20,NA,NA,AP0000952056
AP200710053,10/12/07 0:00,Rock Crushing,Lowe-North-Manchester,28 and manchester tfcwy,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/1/07 0:00,1198,20,NA,NA,AP020071A053
AP200710054,10/12/07 0:00,Rock Crushing,Lowe-North Const. - Municipal,401 atlantic,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/1/07 0:00,1205,20,NA,NA,AP0000952461
AP200710067,10/17/07 0:00,Waste Oil,Dean Machinery,5701 e 87th st,Kansas City,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,11/27/07 0:00,NA,41,NA,NA,AP020071A067
AP200711025,10/17/07 0:00,Nox compliance certification,Kansas City Power & Light Co (Hawthorn),8700 hawthorne rd,Kansas City,Jackson,AP:  ERC Request Approved,AOP: NOx Projected Allowance or Control Period,10/27/07 0:00,OP,10,NA,NA,AP0000950022
AP200710112,10/26/07 0:00,Newspaper,Kansas City Star,1601 mcgee,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/20/07 0:00,OP,25,10/22/12 0:00,NA,AP0000952435
AP200711023,10/26/07 0:00,Pharmaceuticals,"Aventis Pharmaceuticals, Inc.",10236 marion park dr,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/20/07 0:00,OP,25,10/22/12 0:00,NA,AP0000950063
AP200711024,10/26/07 0:00,Printing,Commercial Lithographing Co,1226 chestnut,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,11/20/07 0:00,OP,25,10/22/12 0:00,NA,AP0000950119
AP200801016,11/21/07 0:00,Incinerators,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,12/29/07 0:00,OP,38,12/28/12 0:00,NA,AP0000952200
AP200801015,12/11/07 0:00,Chemicals,Chemtech Terminals Inc,6301 ne birmingham rd,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,12/31/07 0:00,OP,20,12/30/12 0:00,NA,APA000470046
