program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id
AP200501016,12/27/04 0:00,Crematory,Newcomer's D.W. & Sons,4605 Virginia,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,7/1/05 0:00,OP,186,12/14/09 0:00,NA,AP0000952069
AP200501074,12/27/04 0:00,Stripper flow,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Part 70 Operating Permit Admin. Amendment,6/13/08 0:00,OP2003-042,1264,NA,NA,AP0000950046
AP200501014,12/28/04 0:00,Dry Cleaner,Manhattan Cleaners & Hat Works,5847 Swope Parkway,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,7/1/05 0:00,OP,185,12/14/09 0:00,NA,AP0000952133
AP200501052,1/4/05 0:00,Haz Waste Permit (solvent recovery),Solvent Recovery Corp,716 MULBERRY ST,Kansas City,Jackson,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,1/18/05 0:00,NA,14,NA,NA,AP0000952162
AP200501020,1/6/05 0:00,Asphalt,Koch Materials,1000 N Sterling Ave.,Sugar Creek,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,2/3/05 0:00,OP,28,1/5/10 0:00,NA,APB000950240
AP200501039,1/11/05 0:00,Bags,Weyerhaeuser Bag Facility,1333 Quebec,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Intermediate Operating Permit,9/5/07 0:00,OP,967,1/10/10 0:00,NA,AP0000470124
AP200501041,1/12/05 0:00,Baghouse,Folgers Coffee Co,701 BROADWAY,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Minor Modification,3/30/05 0:00,OP 2002-040A,77,NA,NA,AP0000950017
AP200502003,1/31/05 0:00,Dry Cleaner,"Mayfair Cleaners & Laundry, Inc",2807 Independence Ave,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,7/1/05 0:00,OP,151,1/24/10 0:00,NA,AP0000952115
AP200505052,1/31/05 0:00,Ownership Change,Hunt Martin Materials,410 Randolph,Randolph,Clay,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,7/6/05 0:00,OP,156,NA,NA,APB000470098
AP200505057,1/31/05 0:00,Ownership Change,Hunt Martin Materials - Stamper,14457 Interurban Rd,Kansas City,Platte,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,7/6/05 0:00,OP,156,NA,NA,APB001652403
AP200502002,2/1/05 0:00,Curing Press Replacement,Michelin Aircraft Tire Corporation,8121 NW 97th Terrace,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,3/10/05 0:00,1088,37,NA,NA,AP0001652401
AP200502011,2/1/05 0:00,Cultured Marble,New Surface,7400 E 12th St,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,10/5/07 0:00,OP2007-001,976,12/12/09 0:00,NA,AP0000952224
AP200502017,2/3/05 0:00,Gypsum Wallboard,U. S. Gypsum Co,1115 Armour Rd,North Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,5/24/05 0:00,OP,110,NA,NA,AP0000470007
AP200502032,2/9/05 0:00,General OP - Dry Cleaner,Dry Cleaner (The),10018 NW Executive,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/22/05 0:00,OP,225,2/2/10 0:00,NA,AP0001652413
AP200502033,2/9/05 0:00,General OP - Dry Cleaner,Prestige Cleaners,1036 W 103rd St,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/22/05 0:00,OP,225,2/2/10 0:00,NA,AP0000952160
AP200502034,2/9/05 0:00,General OP - Dry Cleaner,Creekwood Cleaners,307-A Northeast Englewood,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/22/05 0:00,OP,225,2/2/10 0:00,NA,AP0000472213
AP200502035,2/9/05 0:00,Painting/coatings,Kansas City Auto Auction,3901 N Great Midwest Dr,Kansas City,Clay,AP:  Operating Permit Issued,AOP: Basic Operating Permit,9/22/05 0:00,OP,225,2/4/10 0:00,NA,APA000472209
AP200502052,2/14/05 0:00,Solvent Spray Booths,Department of Energy Kansas City Plant,2000 E BANNISTER RD,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/10/05 0:00,1092,24,NA,NA,AP0000950005
AP200502061,2/14/05 0:00,Wording Changes,Ball Corporation,1800 Ball Corporation Ave,North Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Part 70 Operating Permit Admin. Amendment,10/1/07 0:00,OP,959,NA,NA,AP0000950175
AP200502078,2/22/05 0:00,Update conditions,Harley Davidson Motor Co,11401 N Congress,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,3/2/05 0:00,1014A,8,NA,NA,AP0001652415
AP200502085,2/22/05 0:00,Incinerator,MRI - Deramus Field Station,13204 Arrington Rd,Grandview,Jackson,AP:  Temporary Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,5/2/05 0:00,052005-001,69,8/1/05 0:00,NA,AP0000950304
AP200502079,2/23/05 0:00,"Boilers, ovens, welding","Weld Racing, Inc",6600 Stadium Dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/2/05 0:00,1090,7,NA,NA,AP0200502079
AP200502097,2/25/05 0:00,Incinerator conditions,FC Industries,13508 Oak St,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,3/23/05 0:00,NA,26,NA,NA,AP0000952200
AP200502103,2/25/05 0:00,Power Plant,"MEP Pleasant Hill, LLC",25111 E 175th,Pleasant Hill,Cass,AP:  Acid Rain Permit Issued,AOP: Phase II Acid Rain Permit Renewal,6/19/06 0:00,OP2006-035,479,12/31/05 0:00,NA,APA000370056
AP200504035,2/28/05 0:00,"Air abatement system $3,987,404.00",Harley Davidson Motor Co,11401 N Congress,Kansas City,Platte,AP:  Sales Tax Completed,AP: Sales Tax Exemption Requests,3/29/07 0:00,NA,759,NA,NA,AP0001652415
AP200601041,3/1/05 0:00,Terminate OP,Havens Steel Co,7219 E. 17th St.,Randolph,Jackson,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,4/30/07 0:00,OP,790,NA,NA,AP0000950040
AP200503092,3/3/05 0:00,General OP - Dry Cleaners,Fabric Care Center,9402 Blueridge,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,209,1/18/10 0:00,NA,AP0000952236
AP200503028,3/7/05 0:00,New portable crusher - electrosub,APAC-Kansas New Hospital,19924 E 39th St,Independence,Jackson,AP:  Application Withdrawn by Applicant,AP: IR Sec 5 & 6: Deminimis and Minor,5/26/05 0:00,NA,80,3/6/07 0:00,NA,AP0200503028
AP200506027,6/2/05 0:00,Rock Crushing/Recycling,Jim Kidwell Construction,8200 E Blue Parkway,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Local CP,8/23/05 0:00,1108,82,NA,NA,AP0000952429
AP200506031,6/6/05 0:00,Dry Concrete Haul Road and aggregate Moisture,Materials Packaging Corp,23018 S 291 Hwy,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,9/29/05 0:00,092005-018,115,NA,NA,AP0000375001
AP200506040,6/9/05 0:00,Press,"Hallmark Cards, Inc",2501 MCGEE ST,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/22/05 0:00,1110,13,NA,NA,AP0000950114
AP200506035,6/10/05 0:00,Extension,Superior Bowen - Parkville,Coffey Rd,Parkville,Platte,AP:  Amendment Approved,AP: IR Corrections & Amendments,7/13/05 0:00,092003-013A,33,NA,NA,AP0001650032
AP200509065,6/10/05 0:00,Change Ownership,SemMaterials L.P.,1000 N Sterling Ave.,Sugar Creek,Jackson,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,10/7/05 0:00,OP,119,1/5/10 0:00,NA,AP0000950240
AP200506055,6/17/05 0:00,Wastewater Treatment,Little Blue Valley Sewer District,21208 E OLD ATHERTON RD,Independence,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,6/27/05 0:00,OP,10,6/18/10 0:00,NA,AP0000950186
AP200506062,6/20/05 0:00,Ink-Making,Sun Chemical,6989 NE Corporate Dr,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,1/21/10 0:00,OP2009-200,1676,6/19/15 0:00,NA,AP0000952431
AP200506065,6/21/05 0:00,"Rock Crushing, Land Clearing, BMP, electrosub",Damon Pursell Bass Pro Site,US 40 and MO 291,Independence,Jackson,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,10/5/05 0:00,102005-002,106,NA,NA,AP0200506065
AP200503071,3/9/05 0:00,Draft Permit-Haz Waste Mgmt Facility,Heritage Environmental Services Inc,8525 NE 38th Street,Kansas City,Clay,AP:  Interprogram Coordination Completed,AP: Interprogram Coordination Task,3/17/05 0:00,NA,8,NA,NA,AP0000472222
AP200503062,3/15/05 0:00,Asphalt-Name change,Vance Brothers Inc,4915 CHELSEA AVE,Kansas City,Jackson,AP:  Amendment Approved,AOP: Intermediate Operating Permit Amendment,7/1/05 0:00,OP,108,8/18/07 0:00,NA,AP0000950064
AP200503077,3/21/05 0:00,Update Nomograph and conditions-electrosub,APAC - Kansas - Independence Division,2031 N Courtney Rd,Independence,Jackson,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,7/11/05 0:00,072005-022,112,NA,NA,AP0000950061
AP200503083,3/23/05 0:00,"Casino, restaurant",Ameristar Casino Inc.,3200 N Station Dr,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,189,7/10/10 0:00,NA,AP0000472228
AP200503084,3/23/05 0:00,General OP - Dry Cleaners,Ellas Cleaners,3740 Troost,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,189,3/10/10 0:00,NA,AP0000952116
AP200503101,3/28/05 0:00,Computer Center,AT&T,2121 E 63RD ST,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/28/05 0:00,OP,184,3/16/10 0:00,NA,AP0000952187
AP200503108,3/30/05 0:00,Printing Press,"Package Service Company, Inc.",1800 NW VIVION RD,Northmoor,Platte,AP:  No Permit Required,AP: Applicability Determination Request,5/2/05 0:00,NA,33,NA,NA,APA001650021
AP200504002,3/31/05 0:00,Mortuary Incinerator,Central States Mortuary Inc,4437R NW GATEWAY AVE,Riverside,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,5/24/05 0:00,OP,54,3/30/10 0:00,NA,AP0001650029
AP200504004,4/1/05 0:00,Emergency Generators,National Weather Service,1803 N 7 Hwy,Pleasant Hill,Cass,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,6/9/05 0:00,NA,69,NA,NA,AP0000370064
AP200500007,4/4/05 0:00,Hospital,St Joseph Health Center,1000 CARONDELET DR,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/4/05 0:00,1102,0,NA,NA,AP0000952083
AP200504017,4/4/05 0:00,Baghouse changes,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,6/9/05 0:00,NA,66,NA,NA,APB000950030
AP200504029,4/8/05 0:00,Wood Cabinets,Quality Wood Products,7400 E 12th St,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/26/05 0:00,OP,171,3/29/10 0:00,NA,APA000952065
AP200504030,4/8/05 0:00,General OP - Dry Cleaners,U.S. $1.75 Cleaners,4804 S Noland Rd Suite S,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,9/26/05 0:00,OP,171,4/3/10 0:00,NA,AP0000952203
AP200504031,4/8/05 0:00,Hospital,Truman Medical Center East,7900 Lees Summit Rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,9/15/10 0:00,OP,1986,3/29/10 0:00,NA,AP0000952154
AP200504060,4/20/05 0:00,Rock Crushing - electrosub - BMP-co-location,"APAC - Kansas, Inc",19100 E 231ST ST,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,8/29/05 0:00,082005-019,131,NA,NA,AP0000370007
AP200504061,4/20/05 0:00,Asphalt - BMP - electrosub,APAC - Missouri Harrison Asphalt,19100 E 231ST ST,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,8/29/05 0:00,082005-018,131,NA,NA,AP0000370032
AP200504062,4/20/05 0:00,Wash Plant - BMP - electrosub,"APAC - Kansas, Inc",19100 E 231ST ST,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,10/18/05 0:00,102005-010,181,NA,NA,AP0000370007
AP200504063,4/20/05 0:00,Rock Crushing - BMP - electrosub,"APAC - Kansas, Inc",19100 E 231ST ST,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,10/18/05 0:00,102005-011,181,NA,NA,AP0000370007
AP200504064,4/20/05 0:00,Concrete - BMP - electrosub,Century Concrete,19100 E 231ST ST,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,10/4/05 0:00,102005-001,167,NA,NA,AP0000370035
AP200504073,4/20/05 0:00,Soil and wood mulch bagging,Capital Lawn & Garden,NA,Harrisonville,Cass,AP:  No Permit Required,AP: Applicability Determination Request,9/7/05 0:00,NA,140,NA,NA,AP0200504073
AP200504078,4/22/05 0:00,Materials Crushing,Riverside Composting and Recycling,8105 NW River Park Dr,Riverside,Platte,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,7/29/05 0:00,072005-050,98,NA,NA,AP0001650035
AP200504098,4/29/05 0:00,Blended Cement System,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/28/05 0:00,092005-015,152,NA,NA,APB000950030
AP200504100,4/30/05 0:00,Incinerator,FC Industries,13508 Oak St,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,4/30/05 0:00,1093,0,NA,NA,AP0000952200
AP200505011,5/3/05 0:00,Natural gas compressor,Southern Star Central Pipeline - Lone Ja,14091 Hutt Rd,Lone Jack,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,12/31/05 0:00,NA,242,NA,NA,AP0000950074
AP200505035,5/6/05 0:00,Production Lmiit,Kansas City Power & Light,4400 E FRONT ST,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/26/05 0:00,660-A,20,NA,NA,AP0000952012
AP200505036,5/6/05 0:00,press conversion,Barton Nelson Inc,13700 Wyandotte,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/26/05 0:00,1086,20,NA,NA,AP0000952044
AP200505050,5/6/05 0:00,Add conveyor and stacker,Hunt Martin Materials,410 Randolph,Randolph,Clay,AP:  No Permit Required,AP: IR Applicability Determination Request,8/12/05 0:00,NA,98,NA,NA,APB000470098
AP200505040,5/11/05 0:00,facility-wide emission limits,Martec Pharmaceutical Inc,1800 N Topping,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,5/26/05 0:00,1101,15,NA,NA,AP0000952172
AP200505081,5/12/05 0:00,Rock Crushing,LaFarge North America,16400 E KENTUCKY RD,Independence,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,6/13/05 0:00,OP,32,5/11/10 0:00,NA,AP0000950285
AP200505062,5/16/05 0:00,Coal-fired power plant,Kansas City Power & Light (Iatan),20240 Hwy 45 North,Weston,Platte,AP:  Section 8 Permit Issued,"AP: Section 7, 8 & 9 Major Source Review",1/31/06 0:00,012006-019,260,NA,#http://www.dnr.mo.gov/env/apcp/docs/012006-019.pdf#,AP0001650007
AP200505084,5/23/05 0:00,Rock Crushing,Team Excavating,NA,Independence,Jackson,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate Approved Site,5/24/05 0:00,012005-005,1,5/31/07 0:00,NA,AP000095P299
AP200505099,5/25/05 0:00,Resin and Gel Coat,Cook Composites & Polymers Co.,919 E 14th Ave,North Kansas City,Clay,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit,3/5/07 0:00,OP2007-009,649,3/4/12 0:00,#http://www.dnr.mo.gov/env/apcp/docs/cook-comp-poly.pdf#,APA000470012
AP200506012,5/27/05 0:00,Flare Changes,Allied Waste Ind Sanitary Landfill,8300 INDIANA AVE,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,6/22/05 0:00,1034A,26,NA,NA,AP0000952101
AP200506013,5/27/05 0:00,Flare Changes,Allied Waste Ind Sanitary Landfill,8300 INDIANA AVE,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Minor Modification,8/17/10 0:00,OP2003-037B,1908,8/6/08 0:00,NA,AP0000952101
AP200505110,5/31/05 0:00,Asphalt,C.B. Asphalt Hwy 71 Job,US Hwy 71,Harrisonville,Cass,AP:  Section 4 Permit Issued,AP: Sec 4: Relocate to New Site,6/10/05 0:00,NA,10,NA,NA,AP0200505110
AP200508003,7/1/05 0:00,Gas pipeline,Rumble Recycling & Disposal Facility,2031 N Courtney Rd,Sugar Creek,Jackson,"AP:  Closed out, per policy",AP: Applicability Determination Request,8/17/05 0:00,NA,47,NA,NA,AP0000950273
AP200507017,7/5/05 0:00,Concrete,Show Me Ready Mix,Harris Rd & US 50,Lake Lotawana,Jackson,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,9/20/05 0:00,092005-009,77,NA,NA,AP0000950305
AP200507022,7/5/05 0:00,Relocate spray booth,Peterson Mfg Co,4200 E 135TH ST,Grandview,Jackson,AP:  No Permit Required,AP: Applicability Determination Request,8/8/05 0:00,NA,34,NA,NA,AP0000950075
AP200507088,7/5/05 0:00,"Name, owner change","Sericol, Inc.",20 W. 14th Ave.,North Kansas City,Clay,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,8/11/05 0:00,OP,37,7/21/08 0:00,NA,APA000470141
AP200507031,7/6/05 0:00,Rock Quarry,Damon Pursell Construction Company,9001 Hickman Mills Dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/25/05 0:00,1112,19,NA,NA,AP0000950006
AP200507032,7/6/05 0:00,Asphalt,Superior Asphalt Company,9001 Hickman Mills Dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/25/05 0:00,1111,19,NA,NA,AP0000952052
AP200507033,7/6/05 0:00,Concrete,All American Ready Mix,4950 E Bannister Rd.,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,7/25/05 0:00,1098,19,NA,NA,AP0000952430
AP200507082,7/14/05 0:00,General OP - Dry Cleaners,Brenda's Thriftway Cleaners,3951 Indiana,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,9/28/05 0:00,OP,76,6/28/10 0:00,NA,AP0000952111
AP200507075,7/18/05 0:00,Update for BMPs-electrosub,Beyer Crushed Rock Co.,4600 E County Hwy Y,Cleveland,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,10/12/05 0:00,102005-009,86,NA,NA,AP0000370053
AP200507089,7/20/05 0:00,Extension,MRI - Deramus Field Station,13204 Arrington Rd,Grandview,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,8/10/05 0:00,052005-001A,21,NA,NA,AP0000950304
AP200509047,7/22/05 0:00,Generators,Liberty Mutual Data Center,7901 NW 112th,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,7/22/05 0:00,OP,0,7/19/10 0:00,NA,AP0001652416
AP200508020,7/28/05 0:00,General OP - Dry Cleaner,Gene's Cleaners,237 West Mills,Liberty,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/19/05 0:00,OP,83,7/27/10 0:00,NA,AP0000470165
AP200508030,7/28/05 0:00,"Dust Filters $39,000.00",National Starch And Chemical Company,1001 Bedford Rd,North Kansas City,Clay,AP:  Sales Tax Completed,AP: Sales Tax Exemption Requests,2/8/07 0:00,NA,560,NA,NA,APB000470002
AP200508022,8/8/05 0:00,Screen Replacement,APAC - Kansas Inc,2001B MO Hwy 291,Sugar Creek,Jackson,AP:  No Permit Required,AP: IR Applicability Determination Request,8/22/05 0:00,NA,14,NA,NA,AP0000950048
AP200508032,8/11/05 0:00,Heat cleaning oven,"Sericol, Inc.",20 W. 14th Ave.,North Kansas City,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,9/20/05 0:00,092005-008,40,NA,NA,APA000470141
AP200508033,8/12/05 0:00,Baghouse,Valspar,1136 FAYETTE ST,North Kansas City,Clay,AP:  No Permit Required,AP: Applicability Determination Request,10/6/05 0:00,NA,55,NA,NA,AP0000470140
AP200508063,8/29/05 0:00,Scrap Metal Shredding,Midwest Scrap Management,8116 Wilson Rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/28/05 0:00,1120,30,NA,NA,AP0000952243
AP200710060,8/29/05 0:00,Sulfur and Nitrogen Test Requirements,Southern Star Central Pipeline-Peculiar,24304 SOUTH HARPER,Peculiar,Cass,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit Amendment,8/18/10 0:00,OP,1815,NA,NA,AP0000370048
AP200710063,8/29/05 0:00,Sulfur and Nitrogen Test Requirements,Southern Star Central Pipeline - Lone Ja,14091 Hutt Rd,Lone Jack,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Basic Operating Permit Amendment,10/19/07 0:00,OP,781,NA,NA,AP0000950074
AP200509032,9/1/05 0:00,Dry Cleaner,Sheila's Dry Cleaners Inc,6006 N Antioch Road,Kansas City,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,10/19/05 0:00,OP,48,8/31/10 0:00,NA,AP0000470161
AP200509012,9/6/05 0:00,Remove Deminimus limits,"O'Dell Publishing, Inc",3200 Heartland,Liberty,Clay,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,12/1/05 0:00,122005-002,86,NA,NA,APA000470136
AP200509017,9/9/05 0:00,Add equipment,"Cargill, Inc.",2306 ROCHESTER ST,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,9/15/05 0:00,1118,6,NA,NA,AP0000952001
AP200512050,12/27/05 0:00,Printing,"O'Dell Publishing, Inc",3200 Heartland,Liberty,Clay,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,1/11/06 0:00,OP,15,12/26/10 0:00,NA,APA000470136
AP200512052,12/28/05 0:00,Gasoline Bulk Terminal,ConocoPhillips Co - Riverside,6699 NW RIVER PARK DR,Riverside,Platte,"AP:  Closed out, per policy",AOP: Part 70 Operating Permit Renewal,5/23/08 0:00,OP,877,12/27/10 0:00,NA,APB001650015
AP200509044,9/19/05 0:00,Paint Booth,MAACO Collision Repair,NA,Liberty,Clay,AP:  No Permit Required,AP: Applicability Determination Request,10/24/05 0:00,NA,35,NA,NA,AP0200509044
AP200509045,9/19/05 0:00,Kiln Dust Loading,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  Section 5 Permit Issued,AP: Sec 5 & 6: Deminimis and Minor,6/2/06 0:00,062006-002,256,NA,#http://www.dnr.mo.gov/env/apcp/docs/062006-002.pdf#,APB000950030
AP200509043,9/23/05 0:00,Fertilizer Handling,D and D Supply,35111 E Outer Belt,Lone Jack,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,10/13/05 0:00,NA,20,NA,NA,AP0000950306
AP200509090,9/27/05 0:00,Heat cleaning oven,"Sericol, Inc.",20 W. 14th Ave.,North Kansas City,Clay,AP:  Amendment Approved,AOP: Basic Operating Permit Amendment,12/21/05 0:00,OP,85,7/21/08 0:00,NA,APA000470141
AP200510064,10/3/05 0:00,Asphalt,Superior Bowen Asphalt,13808 N Winan Rd,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,10/3/05 0:00,OP,0,10/2/10 0:00,NA,AP0001652422
AP200510066,10/3/05 0:00,Asphalt,Superior Asphalt Company,9001 Hickman Mills Dr,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,4/4/07 0:00,OP,548,4/3/12 0:00,NA,AP0000952052
AP200510019,10/11/05 0:00,Heat treat and salt quench,Lake City Army Ammunition Plant,MO Hwy 78,Independence,Jackson,AP:  No Permit Required,AP: Sec 5 & 6: Deminimis and Minor,12/2/05 0:00,NA,52,NA,NA,AP0000950046
AP200510021,10/12/05 0:00,Amend wording,Harley Davidson Motor Co,11401 N Congress,Kansas City,Platte,AP:  OP Application Replaced by New Submittal,AOP: Part 70 Operating Permit Admin. Amendment,8/31/09 0:00,OP2005-012,1419,5/22/10 0:00,NA,AP0001652415
AP200510038,10/13/05 0:00,General OP - Dry Cleaner,Old Towne Cleaners,3910 S LYNN CT,Independence,Jackson,AP:  Operating Permit Terminated,AOP: Basic Operating Permit Renewal,8/31/06 0:00,OP,322,10/12/10 0:00,NA,AP0000955019
AP200510025,10/14/05 0:00,Extension,MRI - Deramus Field Station,13204 Arrington Rd,Grandview,Jackson,AP:  Amendment Approved,AP: Corrections & Amendments,10/25/05 0:00,052005-001B,11,12/18/05 0:00,NA,AP0000950304
AP200510036,10/17/05 0:00,Cement Kiln,LaFarge Corporation - Sugar Creek,4201 N RIVER BLVD,Sugar Creek,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit Renewal,5/16/14 0:00,OP2014-005,3133,5/15/19 0:00,#http://www.dnr.mo.gov/env/apcp/permits/docs/audubon-screek2014pp.pdf#,APB000950030
AP200510028,10/18/05 0:00,Facility-wide emission limits,Ball Corporation,1800 Ball Corporation Ave,North Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/10/05 0:00,1006,23,NA,NA,AP0000950175
AP200510055,10/20/05 0:00,NOx allowance,Kansas City Power & Light (Iatan),20240 Hwy 45 North,Weston,Platte,AP:  Special Project Complete,AOP: NOx Projected Allowance or Control Period,9/14/06 0:00,NA,329,NA,NA,AP0001650007
AP200510056,10/20/05 0:00,NOx allowance,Kansas City Power & Light Co (Hawthorn),8700 HAWTHORNE RD,Kansas City,Jackson,AP:  ERC Request Approved,AOP: NOx Projected Allowance or Control Period,9/14/06 0:00,NA,329,NA,NA,AP0000950022
AP200512055,10/26/05 0:00,Terminate OP,Archer Daniels Midland Co,200 W 19TH ST,Kansas City,Clay,AP:  Operating Permit Terminated,AOP: Part 70 Operating Permit Admin. Amendment,1/24/06 0:00,OP2001-103,90,NA,NA,AP0000470042
AP200510067,10/27/05 0:00,NOx control period,"MEP Pleasant Hill, LLC",25111 E 175th,Pleasant Hill,Cass,AP:  Special Project Complete,AOP: NOx Projected Allowance or Control Period,9/14/06 0:00,NA,322,NA,NA,APA000370056
AP200511023,10/27/05 0:00,"Property line, impact changes",Materials Packaging Corp,23018 S 291 Hwy,Harrisonville,Cass,AP:  Section 5 Permit Issued,AP: IR Sec 5 & 6: Deminimis and Minor,4/3/06 0:00,042006-001,158,NA,#http://www.dnr.mo.gov/env/apcp/docs/042006-001.pdf#,AP0000375001
