program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,,,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
AP200407062,07/22/04,New Press,Commercial Lithographing Co,1226 chestnut,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,08/20/04,,,1076,29,,,AP0000950119,39.097728,-94.549519,1,rooftop,1226,Chestnut Ave,,,Kansas City,MO,Jackson County,64127,US,Jackson,2021,29,29095,Kansas City,2938000,16000,1011,1,2.91E+14,29095016000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200407078,07/27/04,Powerhouse upgrade,St Luke's Hospital of Kansas City,4400 wornall road,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,08/20/04,,,1063,24,,,AP0000952057,39.047331,-94.590473,1,rooftop,4400,Wornall Rd,,,Kansas City,MO,Jackson County,64111,US,Jackson,2021,29,29095,Kansas City,2938000,6900,1001,1,2.91E+14,29095006900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908097,05/05/99,Drycleaner - Basic,Westport Cleaners,20 westport rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Basic Operating Permit,07/12/04,,,OP,1895,5/4/04,,AP0000952121,39.055086,-94.587095,1,rooftop,20,Westport Rd,,,Kansas City,MO,Jackson County,64111,US,Jackson,2021,29,29095,Kansas City,2938000,16801,2000,2,2.91E+14,29095016801,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200309070,09/22/03,General OP - Dry Cleaner,Erseys Economy Cleaners,4254 troost ave,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit,07/09/04,,,OP,291,9/21/08,,AP0000952129,39.049123,-94.572746,1,rooftop,4254,Troost Ave,,,Kansas City,MO,Jackson County,64110,US,Jackson,2021,29,29095,Kansas City,2938000,6500,2011,2,2.91E+14,29095006500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200402132,02/05/04,New responsible official,Archer Daniels Midland Co,200 w 19th st,Kansas City,Clay,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,07/08/04,,,OP2001-103A,154,8/24/06,,AP0000470042,39.090811,-94.586008,1,range_interpolation,200,W 19th St,,,Kansas City,MO,Jackson County,64108,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15800,1016,1,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200404127,04/26/04,Change Responsible official,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Amendment Approved,AOP: Part 70 Operating Permit Admin. Amendment,07/08/04,,,OP2003-037A,73,8/6/08,,AP0000952101,38.976671,-94.547366,1,rooftop,8300,Indiana Ave,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3010,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200406066,06/22/04,Foam Parts,Aero Form,5301 e 9th st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,07/01/04,,,1062,9,,,AP0000952427,39.101358,-94.520375,1,rooftop,5301,E 9th St,,,Kansas City,MO,Jackson County,64124,US,Jackson,2021,29,29095,Kansas City,2938000,1900,2002,2,2.91E+14,29095001900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX0470001020,05/13/97,Grain Handling,Louis Dreyfus Corp,14th street,Kansas City,Clay,"AP:  Closed out, per policy",AOP: Intermediate Operating Permit,06/24/04,,,OP,2599,5/12/02,,AP0000470001,39.096115,-94.555712,0.9,street_center,,E 14th St,,,Kansas City,MO,Jackson County,64127,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,16100,2014,2,2.91E+14,29095016100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200406052,06/17/04,Emergency Generator,Ameritrade Holding Co,11530 ambassador dr,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,06/23/04,,,1065,6,,,APA001652420,39.302412,-94.684802,0.9,rooftop,11530,N Ambassador Dr,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,30201,4013,4,2.92E+14,29165030201,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200405125,05/24/04,Baking,Cook Family Foods,13825 wyandotte street,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,06/08/04,,,OP,15,5/17/09,,APB000952002,38.876809,-94.598311,1,rooftop,13825,Wyandotte St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2011,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200406002,06/02/04,Relocate Concrete Batch Plant,Clarkson Construction,,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,06/03/04,,,1064,1,,,AP0000952426,39.102404,-94.598583,1,place,,,,,Kansas City,MO,Jackson County,64101,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,15200,3049,3,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200405082,05/17/04,New Incinerator,FC Industries,13508 oak st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,05/28/04,,,1061,11,,,AP0000952200,38.881755,-94.591567,1,rooftop,13508,Oak St,,,Kansas City,MO,Jackson County,64145,US,Jackson,2021,29,29095,Kansas City,2938000,13405,2011,2,2.91E+14,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200404083,04/02/04,Hospital,St Luke's Hospital of Kansas City,4400 wornall road,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,05/27/04,,,OP,55,3/15/09,,AP0000952057,39.047331,-94.590473,1,rooftop,4400,Wornall Rd,,,Kansas City,MO,Jackson County,64111,US,Jackson,2021,29,29095,Kansas City,2938000,6900,1001,1,2.91E+14,29095006900,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200404084,04/02/04,Hospital,St. Luke's Northland Hospital,5830 nw barry road,Kansas City,Platte,AP:  Received Basic OP Issued,AOP: Basic Operating Permit,05/27/04,,,OP,55,3/15/09,,AP0001652414,39.248933,-94.648379,1,rooftop,5830,NW Barry Rd,,,Kansas City,MO,Platte County,64154,US,Platte County,2021,29,29165,Kansas City,2938000,30211,2007,2,2.92E+14,29165030211,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200405095,05/17/04,General OP - Dry Cleaners,Courtesy Dry Cleaners,2300 e 12th st,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,05/24/04,,,OP,7,3/29/09,,AP0000952176,39.099225,-94.55459,1,rooftop,2300,E 12th St,,,Kansas City,MO,Jackson County,64127,US,Jackson,2021,29,29095,Kansas City,2938000,15402,1017,1,2.91E+14,29095015402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200405096,05/17/04,Dry Cleaners,Kent Cleaning Co,408 e gregory blvd,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,05/24/04,,,OP,7,9/30/08,,AP0000952096,38.999386,-94.584009,1,rooftop,408,E Gregory Blvd,,,Kansas City,MO,Jackson County,64131,US,Jackson,2021,29,29095,Kansas City,2938000,8600,1024,1,2.91E+14,29095008600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200405097,05/17/04,Dry Cleaning,Arrow Fabricare,3838 troost,Kansas City,Jackson,AP:  Received Basic OP Issued,AOP: Basic Operating Permit Renewal,05/24/04,,,OP,7,9/30/08,,AP0000952100,39.056466,-94.572364,1,rooftop,3838,Troost Ave,,,Kansas City,MO,Jackson County,64109,US,Jackson,2021,29,29095,Kansas City,2938000,5100,1014,1,2.91E+14,29095005100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200404128,04/28/04,Concrete,Lafarge North America,3101 e 85th street,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,05/13/04,,,1047,15,,,APB000952010,38.971106,-94.551764,1,rooftop,3101,E 85th St,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3016,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200405006,04/30/04,Lithographic Printing Press,Western Container Co,4323 clary blvd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,05/06/04,,,1059,6,,,AP0000952019,39.047467,-94.519186,1,rooftop,4323,Clary Blvd,,,Kansas City,MO,Jackson County,64130,US,Jackson,2021,29,29095,Kansas City,2938000,17100,4013,4,2.91E+14,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200404116,04/22/04,Quarry/Mining,Hunt Midwest Mining - Stamper,14457 interurban rd,Kansas City,Platte,AP:  Permit Issued,AP: Local CP,05/03/04,,,1050,11,,,APA001652403,39.355621,-94.678516,0.9,range_interpolation,14457,Interurban Rd,,,Platte City,MO,Platte County,64079,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29165,,,30601,2006,2,2.92E+14,29165030601,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200404033,04/06/04,Rock Crushing/Recycling,Jim Kidwell at Arrowhead Stadium,7524 stadium drive,Kansas City,Jackson,"AP:  Closed out, per policy",AP: Local CP,04/20/04,,,1053,14,,,AP0000952225,39.056084,-94.494122,0.9,range_interpolation,7524,E Stadium Dr,,,Kansas City,MO,Jackson County,64129,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,16300,1072,1,2.91E+14,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200402044,02/11/04,Mold Press,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,03/25/04,,,1049,43,,,AP0000950114,39.079886,-94.582436,0.99,rooftop,2501 R,McGee St,,,Kansas City,MO,Jackson County,64108,US,City of Kansas City,2021,29,29095,Kansas City,2938000,4400,1000,1,2.91E+14,29095004400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200402112,02/26/04,Printing Presses,Rapid Solutions Group,4251 bridger rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,03/25/04,,,1045,28,,,AP0000952232,39.051145,-94.592975,1,rooftop,4251,Bridger Rd,,,Kansas City,MO,Jackson County,64111,US,Jackson,2021,29,29095,Kansas City,2938000,16801,1017,1,2.91E+14,29095016801,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200402113,02/26/04,Printing Presses,Output Technologies Graphics Resources,4251 pennsylvania,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,03/25/04,,,1046,28,,,AP0000952188,39.050949,-94.589796,0.9,range_interpolation,4251,Pennsylvania Ave,,,Kansas City,MO,Jackson County,64111,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,16801,1020,1,2.91E+14,29095016801,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200403061,03/08/04,Grinding,American Grinding Systems,8116 wilson rd,Kansas City,Jackson,AP:  Permit Issued,AOP: Basic Operating Permit,03/17/04,,,OP,9,3/1/09,,APA000952230,39.110333,-94.4907,1,rooftop,8116,Wilson Rd,,,Kansas City,MO,Jackson County,64125,US,City of Kansas City,2021,29,29095,Kansas City,2938000,15500,1119,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200403041,03/10/04,Rock Crushing,Team Excavating,13000 e 350 hwy,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,03/17/04,,,1048,7,,,APA000952233,38.969033,-94.42928,1,rooftop,13000,E M 350 Hwy,,,Kansas City,MO,Jackson County,64138,US,City of Kansas City,2021,29,29095,Kansas City,2938000,17600,4016,4,2.91E+14,29095017600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200403024,03/01/04,Airport,Kansas City Airport Aviation Dept,601 brasilia ave,Kansas City,Platte,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,03/04/04,,,OP,3,2/28/09,,AP0001652404,39.304398,-94.720609,1,rooftop,601,Brasilia Ave,,,Kansas City,MO,Platte County,64153,US,Platte County,2021,29,29165,Kansas City,2938000,980000,1011,1,2.92E+14,29165980000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200402032,02/03/04,Increase Production,Harvest States Cooperatives,5801 ne birmingham rd,Kansas City,Clay,AP:  Permit Issued,AP: Local CP,02/22/04,,,803A,19,,,APA000470025,39.153575,-94.510304,1,rooftop,5801,NE Birmingham Rd,,,Kansas City,MO,Clay County,64117,US,City of Kansas City,2021,29,29047,Kansas City,2938000,20602,4019,4,2.90E+14,29047020602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200402033,02/03/04,Bead Coating,"Aventis Pharmaceuticals, Inc.",10236 marion park dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,02/22/04,,,1044,19,,,AP0000950063,39.048809,-94.595695,1,rooftop,10236,Marion Park Dr,,,Kansas City,MO,Jackson County,64137,US,City of Kansas City,2021,29,29095,Kansas City,2938000,7100,3000,3,2.91E+14,29095007100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200401009,01/02/04,Poly Bag Manufacturing,Frontier Bag Inc,5700 east 150 highway,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,01/08/04,,,OP,6,11/19/08,,AP0000952063,38.859003,-94.525072,0.6,nearest_rooftop_match,5900,M 150 Hwy,,,Grandview,MO,Jackson County,64030,US,Jackson,2021,29,29095,Grandview,2928324,13416,1034,1,2.91E+14,29095013416,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX200010020,10/02/00,Chemical Manufacturing,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Part 70 Operating Permit,12/19/03,,,OP2003-046,1173,12/17/08,,AP0000950011,39.12172,-94.478888,1,rooftop,8400,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2003,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200303089,03/18/03,"Baghouse filter $19,866.00",Folgers Coffee Co,701 broadway,Kansas City,Jackson,AP:  Sales Tax Completed,AP: Sales Tax Exemption Requests,12/19/03,,,,276,,,AP0000950017,39.105082,-94.58776,1,rooftop,701,Broadway Blvd,,,Kansas City,MO,Jackson County,64105,US,Jackson,2021,29,29095,Kansas City,2938000,15701,1011,1,2.91E+14,29095015701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200311044,11/10/03,New Mold Press,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,12/11/03,,,1043,31,,,AP0000950114,39.079886,-94.582436,0.99,rooftop,2501 R,McGee St,,,Kansas City,MO,Jackson County,64108,US,City of Kansas City,2021,29,29095,Kansas City,2938000,4400,1000,1,2.91E+14,29095004400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908096,07/15/98,Drycleaner - Basic,Supreme Cleaners Inc,11114 blue ridge blvd,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,12/10/03,,,OP,1974,,,AP0000952134,38.921295,-94.51053,1,rooftop,11114,Blue Ridge Blvd,,,Kansas City,MO,Jackson County,64134,US,Jackson,2021,29,29095,Kansas City,2938000,13100,1010,1,2.91E+14,29095013100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908083,07/08/98,Electricity - Basic,Kansas City Power & Light,4400 e front st,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,12/04/03,,,OP,1975,,,AP0000952012,39.132487,-94.526322,1,rooftop,4400,E Front St,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1036,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199810016,10/05/98,Intermediate - Hospital steam generators,Research Medical Center,2316 e meyer blvd,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,12/04/03,,,,1886,,,AP0000952054,39.009222,-94.560735,1,rooftop,2316,E Meyer Blvd,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,8700,1001,1,2.91E+14,29095008700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200312040,12/04/03,Utility Service Center,Kansas City Power & Light,4400 e front st,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Basic Operating Permit Renewal,12/04/03,,,OP,0,12/3/08,,AP0000952012,39.132487,-94.526322,1,rooftop,4400,E Front St,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1036,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200312047,12/04/03,Hospital,Research Medical Center,2316 e meyer blvd,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,12/04/03,,,OP,0,12/3/08,,AP0000952054,39.009222,-94.560735,1,rooftop,2316,E Meyer Blvd,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,8700,1001,1,2.91E+14,29095008700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200310070,10/20/03,Modify plate processor,"Hallmark Cards, Inc",2501 mcgee st,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/21/03,,,1039,32,,,AP0000950114,39.079886,-94.582436,0.99,rooftop,2501 R,McGee St,,,Kansas City,MO,Jackson County,64108,US,City of Kansas City,2021,29,29095,Kansas City,2938000,4400,1000,1,2.91E+14,29095004400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200310069,10/20/03,Small animal incinerator,Crest Animal Hospital,11516 hickman mills drive,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,11/20/03,,,1041,31,,,AP0000952068,38.914995,-94.524182,1,rooftop,11516,Hickman Mills Dr,,,Kansas City,MO,Jackson County,64134,US,Jackson,2021,29,29095,Kansas City,2938000,13100,2010,2,2.91E+14,29095013100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908092,05/20/98,Printing Presses - Basic,Townsend Communications,7007 ne parvin rd,Kansas City,Clay,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,11/10/03,,,OP,2000,,,AP0000470045,39.167884,-94.49745,1,rooftop,7007,NE Parvin Rd,,,Kansas City,MO,Clay County,64117,US,City of Kansas City,2021,29,29047,Kansas City,2938000,20602,4002,4,2.90E+14,29047020602,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX200004102,04/26/00,Grain-Intermediate,Midwest Terminal Warehouse,1724 market st,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,11/10/03,,,OP,1293,,,AP0000952201,39.10871,-94.597874,1,rooftop,1724,Market St,,,Kansas City,MO,Jackson County,64105,US,City of Kansas City,2021,29,29095,Kansas City,2938000,15200,3001,3,2.91E+14,29095015200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200310018,10/03/03,Concrete,Midwest Block & Brick,4104 east 12th terrace,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/30/03,,,1037,27,,,AP0000952128,39.097528,-94.533996,1,range_interpolation,4104,E 12th Ter,,,Kansas City,MO,Jackson County,64127,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,2300,1003,1,2.91E+14,29095002300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908071,02/13/98,Chemical Manufacturing - Intermediate,Chemcentral/Kansas City,910 n prospect ave,Kansas City,Jackson,AP:  OP Application Replaced by New Submittal,AOP: Local Issued OP,10/24/03,,,OP,2079,,,AP0000952196,39.124843,-94.550299,1,rooftop,910,N Prospect Ave,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1070,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200310094,10/24/03,Chemical Manufacturing,Chemcentral/Kansas City,910 n prospect ave,Kansas City,Jackson,AP:  Operating Permit Issued,AOP: Intermediate Operating Permit Renewal,10/24/03,,,OP,0,10/23/08,,AP0000952196,39.124843,-94.550299,1,rooftop,910,N Prospect Ave,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1070,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200307125,07/25/03,Add space heater,Ford Motor Company - Kansas City Plant,8121 e us hwy 69,Kansas City,Clay,AP:  Amendment Approved,AP: Corrections & Amendments,10/16/03,,,112000-014A,83,,,AP0000470019,38.998953,-94.49297,0.8,range_interpolation,8121,E 69th St,,,Kansas City,MO,Jackson County,64133,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,1029,1,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200309062,09/22/03,DU Batch process,Department of Energy Kansas City Plant,2000 e bannister rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,10/13/03,,,726 C,21,,,AP0000950005,38.958178,-94.565192,1,rooftop,2000,E Bannister Rd,,,Kansas City,MO,Jackson County,64131,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3024,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200309004,09/02/03,Thermal Oxidizer,Martec Pharmaceutical Inc,1800 n topping,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,09/29/03,,,1033,27,,,AP0000952172,39.141484,-94.514538,1,rooftop,1800,N Topping Ave,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,1031,1,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908085,09/04/98,Construction - Basic,LaFarge Corporation,3801 n arlington ave,Kansas City,Clay,"AP:  Closed out, per policy",AOP: Local Issued OP,09/25/03,,,OP,1847,,,AP0000472203,39.164015,-94.459831,1,rooftop,3801,N Arlington Ave,,,Kansas City,MO,Clay County,64161,US,City of Kansas City,2021,29,29047,Kansas City,2938000,22200,3061,3,2.90E+14,29047022200,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200308049,08/14/03,New Flare,Allied Waste Ind Sanitary Landfill,8300 indiana ave,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,09/18/03,,,1034,35,,,AP0000952101,38.976671,-94.547366,1,rooftop,8300,Indiana Ave,,,Kansas City,MO,Jackson County,64132,US,Jackson,2021,29,29095,Kansas City,2938000,9600,3010,3,2.91E+14,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200308126,08/28/03,Oxidizer routing,Miles Inc (Bayer Corp),8400 hawthorne rd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,09/18/03,,,697 (C),21,,,AP0000950011,39.12172,-94.478888,1,rooftop,8400,Hawthorne Rd,,,Kansas City,MO,Jackson County,64120,US,Jackson,2021,29,29095,Kansas City,2938000,15500,2003,2,2.91E+14,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200308124,08/29/03,Printing,The Kansas City Star,1729 grand blvd,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,09/18/03,,,1036,20,,,AP0000950024,39.09255,-94.580938,1,rooftop,1729,Grand Blvd,,,Kansas City,MO,Jackson County,64108,US,Jackson,2021,29,29095,Kansas City,2938000,15800,2031,2,2.91E+14,29095015800,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
EX199908086,09/04/98,Construction - Basic,LaFarge Corporation,4701 coal mine rd,Kansas City,Jackson,"AP:  Closed out, per policy",AOP: Basic Operating Permit,09/04/03,,,OP,1826,,,AP0000952016,39.034688,-94.518784,1,range_interpolation,4701,Coal Mine Rd,,,Kansas City,MO,Jackson County,64130,US,TIGER/Line® dataset from the US Census Bureau,2021,29,29095,Kansas City,2938000,17500,2003,2,2.91E+14,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200307146,07/28/03,Boilers,"Aventis Pharmaceuticals, Inc.",10236 marion park dr,Kansas City,Jackson,AP:  Permit Issued,AP: Local CP,08/29/03,,,1031,32,,,AP0000950063,39.048809,-94.595695,1,rooftop,10236,Marion Park Dr,,,Kansas City,MO,Jackson County,64137,US,City of Kansas City,2021,29,29095,Kansas City,2938000,7100,3000,3,2.91E+14,29095007100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
